rank,smiles,postera_code
2308,CNC(=O)[C@H]1CCC[C@H]1c1ccsc1,ANT-DIA-045-1
2309,CC(Cl)C(=O)N1CCC(C(=O)N2CCCCC2)CC1,BRU-LEF-cf9-1
2310,CS(=O)(=O)NCCc1cc(C#N)ccc1CNC(=O)N1CCOCC1,SCO-VAN-260-4
2311,N=C(N)NCCC[C@H](NC(=O)[C@H](Cc1ccccc1)NC(=O)CNC(=O)[C@@H](N)CO)C(=O)O,SAL-INS-a5f-1
2312,NS(=O)(=O)c1cccc(CC(=O)Nc2cccnc2)c1,CHA-MCP-852-2
2313,N#Cc1ncc(N2CCCOCC2)cc1Cl,JOH-UNI-9dc-6
2314,O=C(S)C1CCN(S(=O)(=O)c2ccccc2)CC1,GIA-UNK-5ec-4
2315,CN(C)CCc1c[nH]c2ccc(O)cc12,JOH-MSK-a63-9
2316,CC(=O)NC(C(=O)NC(CC1CCNC1=O)C(=O)CCl)c1ccccc1CS(=O)(=O)F,JIA-UNI-997-2
2317,Cc1ccn2c(-c3cnn(C)c3)c(-c3ccc(F)cc3)nc2c1,ÁLV-UNI-7ff-18
2318,C=C1CC1C(=O)NC(C)c1ccc(S(=O)(=O)NC)cc1,VIJ-CYC-1a3-5
2319,CN(C1CCCCC1)C1CCN(c2ccc(S(N)(=O)=O)cc2)CC1,WAR-XCH-b68-55
2320,CCc1cc(OC2CCCCC2)c2c(c1)c(CN(C)C)cn2CC1CCCCC1,DAR-DIA-eac-13
2321,NCC(=O)NC(Cc1ccccc1)C(=O)NC(CCCNC(N)=[NH2+])C(=O)NCC(=O)NC(Cc1ccccc1)C(=O)NC(C=O)CO,ABH-HOE-1cb-1
2322,C=CC(=O)c1ccncc1NC(=O)CCN1CC(C#N)Cc2ccc(S(N)(=O)=O)cc21,HAR-NEW-e34-3
2323,CC(=O)N1CCN(Cc2cccc(C#N)c2)CC1,PAT-UNK-b2d-1
2324,N#Cc1ncc(N2CCCOCC2)cc1-c1ncco1,JOH-UNI-abd-4
2325,NC(=O)[C@H]1CN(Cc2ccncc2)C[C@H]1c1ccsc1,ANN-UNI-263-7
2326,CCC(C)(C)CCN(Cc1ccsc1)C(=O)Cn1nnc2ccccc21,RUT-UNI-630-20
2327,CN(C)C/C=C/C(=O)Nc1c[nH]c2ccccc12,ANT-OPE-ab3-1
2328,COC1=CN(CC[NH+](C)C)CC(C2(c3ccc(Cl)cc3)CC2)C1,DAR-DIA-a80-5
2329,CCc1ccc(C2(C3CC(F)=CN(CC[NH2+]C)C3)CC2)s1,DAR-DIA-a80-7
2330,COC1CC2=CC=CNC2CC1OS(=O)(=O)O,WIL-LEE-364-12
2331,Cc1ccc2c(-c3ccnc4[nH]ccc34)c(-c3ccc(F)cc3)nn2n1,ÁLV-UNI-7ff-6
2332,CCOc1cccc(C2c3ccccc3C(C3CC3)N(C(C)=O)C2Cc2c[nH]c3ncccc23)c1,DOU-UNK-b53-17
2333,O=C1/C(=C/C=C/c2ccco2)CCC/C1=C\C=C\c1ccco1,GUZ-UNI-5a1-3
2334,NS(=O)(=O)c1ccc(N2CCC(CN3CCC(c4cccc(F)c4)CC3)CC2)cc1,WAR-XCH-b68-8
2335,CN(C)C/C=C/C(=O)NCc1c[nH]c2ccccc12,ANT-OPE-ab3-2
2336,O=C(NCc1ccccc1)C(=O)C(Cc1ccccc1)NC(=O)C(Cc1ccccc1)n1ccccc1=O,MAR-SOS-82e-12
2337,CN1CCN(C(=O)Cc2c[nH]c3nccc(C(=O)NCCc4c[nH]c5ccc(F)cc45)c23)CC1,MAK-UNK-105-15
2338,C[C@]1(CCc2cccc(NC(=O)Nc3cccnc3)c2)[NH2+]C[C@@H]1O,BAR-COM-21d-2
2339,N#Cc1ccc(CC(=O)Nc2cccnc2)s1,DAR-DIA-842-14
2340,CC(=O)N1CCN(S(=O)(=O)c2cccc(-c3ccccc3)c2)CC1,ANT-OPE-782-2
2341,O=C(Nc1cccnc1)c1cc(Cl)ccc1O,CHR-SOS-709-11
2342,OCc1ccncc1-c1cc(CCc2cn[nH]c2)ccn1,MUS-SCH-c2f-4
2343,CO[C@@H]1COC[C@H]1NC(=O)N1CCC[C@@H]1CN,RAF-POL-f69-2
2344,O=C(NC(Cc1ccccc1)C(=O)C(=O)N1CCN(c2ccccc2)CC1)C1CCCN1,MAR-SOS-82e-2
2345,Cc1cccc(NC(=O)Nc2cccnc2)c1,WAR-XCH-eb7-6
2346,NC(=O)C1CCN(c2nnc(C3CCC(=O)N3)n2CCc2cc(F)cc(F)c2)CC1,KUS-THE-322-16
2347,O=[N+]([O-])c1ccc(-n2nc(-c3ccccc3)cc2-c2ccccc2)c([N+](=O)[O-])c1,VID-DNY-1d2-1
2348,Cn1ccc2cccc(N(C(=O)Nc3cccnc3)C3CCC(O)CC3)c21,DUN-NEW-f8c-17
2349,C=C(C)C(CC=C(C)C)COC(C)=O,BET-COM-8a5-2
2350,O=C1CC[C@@H](C(=O)C[C@@H]2CCN(Nc3ccccc3)[C@H](c3ccccc3)C2)CN1,LUI-IND-a1b-1
2351,O=C(C(F)Cl)N1CCCC(c2nc3ccccc3s2)C1,JOO-IND-b13-2
2352,C[NH2+]CC(C)C1Cc2c(ccc(O)c2O)C(C[NH3+])O1,MAK-UNK-011-8
2353,NC(=O)[C@H]1C(O)C(Cc2cccnc2)=C[C@H]1c1cccc(Cl)c1,DAR-DIA-43a-5
2354,CC[NH+]1CCCC(C2Cc3c(ccc(O)c3O)C(C[NH3+])O2)C1,MAK-UNK-198-6
2355,O=C1NC(=O)C(CCCC(O)C2CCN(Cc3cccc(F)c3)CN2)N1,VIT-UNK-2a0-4
2356,Cc1c(N)cncc1NC(=O)CC1(c2cccc(Cl)c2)CCCCC1,WAR-XCH-72a-2
2357,NS(=O)(=O)c1cccc(Oc2ccc(Cl)cc2C(=O)Nc2cccnc2)c1,CHR-SOS-709-17
2358,C[C@H](C(=O)[O-])c1ccc2c3cc(Cl)ccc3n(C)c2c1,MAK-UNK-0d6-19
2359,N#Cc1ccc(SCC2CCN(c3ccc(S(N)(=O)=O)cc3)CC2)cc1,WAR-XCH-b72-34
2360,CCC(=O)NCc1ccccc1CN1CCN(C(=O)CN2CCN(C(=O)C(F)CC)CC2)CC1,JON-UIO-066-15
2361,c1ccc(C2CN(c3ccc(Oc4ncccn4)cc3)Cc3ccccc32)cc1,JAR-IMP-ed4-16
2362,CC(=O)NC(c1cc(F)cc(S(N)(=O)=O)c1)C(C)F,JON-UIO-066-13
2363,Cn1cnc(NC(=O)NC(Cc2ccc(O)cc2)C(=O)N(CCCBr)CCNS(N)(=O)=O)n1,CHA-KIN-45d-2
2364,NS(=O)(=O)c1ccc(N2CCC(CSC3CCCCC3)CC2)cc1,WAR-XCH-b72-33
2365,C[NH2+]CCN1C=C(F)CC(C2(c3ncc(C)s3)CC2)C1,DAR-DIA-a80-9
2366,Cc1ccncc1NC(=O)NC1(Oc2ccc(S(N)(=O)=O)cc2)CCCCC1,CHR-SOS-1f3-3
2367,O=C(CN(Cc1cccnc1)C(=O)NC1CCN(S(=O)(=O)c2ccccc2)CC1)N1CCOCC1,SCO-CSI-e30-1
2368,C[NH2+]Cc1cc(-c2ccccc2F)n(S(=O)(=CCNc2ccc(C#N)cn2)c2cccnc2)c1,MAK-UNK-148-14
2369,NS(=O)(=O)c1ccc(N2CCC(CNc3cccc(F)c3)CC2)cc1,WAR-XCH-b72-47
2370,COC1CCN(Cc2cc(F)cc3c(CNC(C)=O)c[nH]c23)CC1,SCO-VAN-260-6
2371,COC(=O)C1CCN(S(=O)(=O)c2ccc(CSc3nnc(C4CCN(S(=O)(=O)c5ccccc5)CC4)o3)cc2)CC1,HIR-FOR-a67-1
2372,CC/C(C(=O)OS(N)(=O)=O)=C(/C)CCC(=O)C=O,WIL-LEE-364-6
2373,CC(=O)N(CCCC(=O)N(c1ccc(C)cc1)C1C=CS(=O)(=O)C1)c1cnccc1C,HAN-NEW-5f5-5
2374,CCOCC1CCN(c2ccc(S(N)(=O)=O)cc2)CC1,WAR-XCH-b68-20
2375,CC(=O)SCCNC(=O)C[NH2+]CCc1ccccc1,MAK-UNK-194-12
2376,O=C(NCc1noc2ccccc12)c1ccccc1OCC1CC1,BAR-COM-4e0-43
2377,NC(=O)[C@H]1CC(Cc2cncs2)=C[C@H]1c1cccc(Cl)c1,DAR-DIA-43a-8
2378,C[NH2+]Cc1cc(-c2ccccc2F)n(S(=O)(=O)c2cnccc2CNc2ccc(C#N)cn2)c1,MAK-UNK-148-15
2379,C[NH2+]Cc1cc(S(=O)(=O)c2cccnc2)c(-c2ccccc2F)n1-c1cc[nH]n1,MAK-UNK-095-30
2380,CCOC(=O)/C=C/[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](NC(=O)OCc1ccccc1)C(C)OC(C)(C)C,OLE-CAR-5b1-12
2381,O=C(Nc1ccccc1)C1CCN(C(=O)C2OC2c2cccnc2)CC1,BEN-DND-031-3
2382,C[NH2+]Cc1cc(-c2ccc(-c3ccc(-n4cnn(CS(C)(=O)=O)c4=O)cc3)cc2F)n(S(=O)(=O)c2cccnc2)c1,MAK-UNK-095-34
2383,NS(=O)(=O)c1ccc(N2CCC(CN3CCCC(c4ccc(Br)s4)C3)CC2)cc1,WAR-XCH-b72-30
2384,NS(=O)(=O)c1ccc(N2CCC(COc3cccs3)CC2)cc1,WAR-XCH-b68-22
2385,CCOc1ccc(/C=C/C(=O)c2cc(I)cc(I)c2O)cc1,DR.-SHR-2ae-5
2386,Cc1ccc(CCCNS(C)(=O)=O)c(NC(=O)Nc2cccnc2)c1,WAR-XCH-6eb-6
2387,NC(=O)[C@H]1CC(Cc2cccnc2)=C[C@H]1c1cccc(I)c1,DAR-DIA-43a-3
2388,O=C(Cc1cccnc1)N(C1CCC(O)CC1)C1(c2ccccc2)CCCCC1,WAR-XCH-b03-21
2389,Cc1c([C@H](C)C(=O)[O-])ccc2c1[nH]c1ccc(Cl)cc12,MAK-UNK-0d6-20
2390,COc1ccc(N(C(=O)C(C)c2ccccc2)C2CCC(O)CC2)cc1,WAR-XCH-bdd-2
2391,COc1ccc2[nH]cc(CCNC(C)=O)c2c1,ALE-ACE-261-1
2392,CC(=O)N1CCN(CCCc2ccc(S(N)(=O)=O)cc2)CC1,WIL-LEE-23e-7
2393,CSc1cc(OC2CCCCCC2)c2c(c1)c(CN(C)C)cn2Cc1ccccc1,DAR-DIA-eac-8
2394,Nc1c[nH]c(=O)n1C[NH+]1CCCOCC1,MAK-UNK-995-15
2395,NS(=O)(=O)c1ccc(N2CCC(NCc3ccc(Br)s3)CC2)cc1,WAR-XCH-b68-44
2396,Cc1cc(CN(C)C(=O)N2CCC(NC(=O)c3ccccc3)CC2)no1,SIM-SYN-7db-2
2397,Cc1ccc(CCNS(C)(=O)=O)c(NC(=O)Nc2cccnc2)c1,WAR-XCH-6eb-5
2398,CC#CC(=O)N1CCCC(c2nc3ccccc3s2)C1,JOO-IND-b13-3
2399,C=CC(=O)COc1cccc(NC(=O)Nc2cnccc2CC2CCNC(=O)N2)c1,HAR-NEW-ca1-1
2400,Cc1ccncc1NC(=O)CCCBr,ALE-HEI-f28-12
2401,Cc1ccc(NC(=O)CN2Cc3ccccc3C(c3ccccc3)C2)cc1N1CCCC1=O,JAR-IMP-ed4-5
2402,CC(=O)N1CCN(CC2CCc3ccc(S(N)(=O)=O)cc3N2)CC1,HEI-REL-0c9-2
2403,CC(=O)NCCc1c[nH]c2cc(N3CCN(C(=O)Cc4c[nH]c5ncccc45)CC3)c(F)cc12,MAK-UNK-105-13
2404,CN1C[C@@H](c2ccc3c(c2)C(=O)N=[S@@]3(C)=O)OCCC1=O,DAV-AUT-7eb-4
2405,NS(=O)(=O)c1cccc(C2(CC(=O)Nc3cccnc3)CCC2)c1,CHR-SOS-e96-3
2406,N#Cc1cccc(NC(=O)Nc2cccnc2)c1,ANN-UNI-263-4
2407,C[NH2+]N(c1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1)S(=O)(=O)c1ccc2c(c1)N(C)CCC2,MAK-UNK-9a6-4
2408,CC(=O)NCCc1c[nH]c2c(OCc3ccc4nc[nH]c4c3)cc(F)cc12,GAB-REV-4a4-2
2409,CCCc1ccc(C#N)cc1Cc1ccc2c(c1)C(=O)NC2,MAK-UNK-516-30
2410,Cc1ncncc1C#CC[NH2+]CCc1ccccc1,MAK-UNK-194-17
2411,Cn1ccc(CN(C(=O)Cc2ccc(N)nc2)c2ccc(NC(=O)c3ccccc3)cc2)c1,RUT-UNI-630-8
2412,C[NH2+]C(OC(=O)c1ccc(S(N)(=O)=O)cc1)c1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1,MAK-UNK-de9-12
2413,CC(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@H](CO)C(=O)N[C@@H](CCCNC(N)=O)C(N)=O,SAL-INS-68b-12
2414,CCC[C@](C)(CC(=O)O)Cc1c[nH]c2ccc(C)cc12,AMI-SHA-0ab-1
2415,Cc1cnc2c(-c3ccc4cn[nH]c4c3)c(-c3ccc(F)cc3)nn2c1,ÁLV-UNI-7ff-23
2416,CCOc1cc(-c2cnccc2C)cn(-c2cc(Cl)cc(C(=O)Nc3ccco3)c2)c1=O,BEN-VAN-578-9
2417,NC(=O)C(=O)C(Cc1ccccc1)NC(=O)C1CCCN1Cc1ccccc1,MAR-SOS-82e-10
2418,Cc1ccc2c(-c3ccnn3C)c(-c3ccc(F)cc3)nn2n1,ÁLV-UNI-7ff-32
2419,O=C(Nc1ccccc1)c1cccc(Cl)c1,CHR-SOS-709-8
2420,Cc1ccncc1NC(=O)CN(C)c1cccc(C#N)c1,GAB-REV-70c-19
2421,C[N+](Cl)(Cc1cc(-c2ccccc2F)n(S(=O)(=O)c2cccnc2)c1)C(=O)N1Cc2ccccc2C(c2ccccc2)C1,MAK-UNK-702-18
2422,CC(=O)N1CCC(C(F)C(C#N)c2cccc(F)c2S(N)(=O)=O)CC1,JON-UIO-066-6
2423,O=C1NC(C2CC2C(=O)Nc2c[nH]c3ncncc23)CC1F,LEO-EVO-0d2-7
2424,O=C1/C(=C/c2ccco2)CCC/C1=C\c1ccco1,GUZ-UNI-5a1-2
2425,N#Cc1cc(C(F)F)c(N2CCCOCC2)cn1,JOH-UNI-9dc-8
2426,CC(=O)N1CCN(Cc2ccccc2)C2NC(=O)N(c3cccnc3)C21,NIM-UNI-36e-2
2427,O=C1C=C[C@H]([C@@H](NC(=O)c2cccs2)c2ccc(F)cc2)CN1,DEM-REL-172-4
2428,C=CC/C=C(\N)Cc1ccc(C#N)nc1,MAK-UNK-995-8
2429,N#Cc1cccc(N(CCN2CC[NH2+]CC2)C(=O)Nc2cccnc2)c1,JOR-UNI-61e-26
2430,O=C(O)CCC1=CC=NC2NC=C(NC(=O)Nc3cccc(O)c3)C12,JAN-LUN-3e0-7
2431,Cc1ccc(OC/C=C\Cc2ccsc2)cc1,MAK-UNK-ace-3
2432,NS(=O)(=O)c1ccc(N2CCC(CSc3ccco3)CC2)cc1,WAR-XCH-b72-42
2433,Cc1ccncc1NC(=O)N1CCN(C)CC1,ALE-HEI-f28-17
2434,Cc1cccc(OCC2CCN(c3ccc(S(N)(=O)=O)cc3)CC2)c1,WAR-XCH-b68-16
2435,CC(=O)NC(C(=O)NC(Cc1cccnc1)C(=O)CCl)c1ccccc1CS(=O)(=O)F,JIA-UNI-997-3
2436,NS(=O)(=O)c1ccc(N2CCC(CN3CCCC(c4ccc(Cl)s4)C3)CC2)cc1,WAR-XCH-b72-31
2437,O=C(Oc1cncc(Cl)c1)c1ccco1,OLE-CAR-5b1-1
2438,CC(=O)NCC(=O)N1CC[C@]2(CCCNC2)C1,RAF-POL-950-12
2439,Cc1ccncc1NC(=O)C(C)c1cccc(Cl)c1,TRY-UNI-714-18
2440,NS(=O)(=O)c1ccc(N2CCC(c3nc4c(-c5ccccc5)cccc4s3)CC2)cc1,WAR-XCH-b68-50
2441,CC(=O)N1CCN(Cc2ccc3cc(S(N)(=O)=O)ccc3c2C)C[C@@H](c2cccnc2)C1,KEI-UNI-85a-3
2442,C=CCn1c(C(=O)N2CCN(C/C=C/c3ccccc3)CC2)cs/c1=N\N=C\C=C\c1ccco1,GUZ-UNI-167-1
2443,Cc1ccncc1NC(=O)Cc1ccsc1,MIH-UNI-6b9-1
2444,Cc1cnc2c(-c3ccnn3C)c(-c3ccc(F)cc3)nn2c1,ÁLV-UNI-7ff-24
2445,Cc1nnc(CC(=O)Nc2cnccc2C)s1,ALE-HEI-f28-3
2446,CC(=O)NCc1cscc1C1CCCC1C(N)=O,WIL-LEE-1f7-2
2447,Oc1cccnc1CN1CCC2(CCOCC2)C1,RAF-POL-950-18
2448,NC(/C=C/S(=O)(=O)Nc1c[nH]cn1)Cc1ccc2cc[nH]c2c1,STE-LAU-c06-1
2449,COC1C(C)OC(c2ccsc2)C1O,MAK-UNK-ace-9
2450,NC(=O)CCCC(Cl)C(=O)N1CCN(Cc2cccc(F)c2)CC1,VIT-UNK-cff-2
2451,CC#Cc1cccc(CN2CCN(C(C)=O)CC2)c1,PAT-UNK-b2d-2
2452,O=C(CC1CCC(S(=O)(=O)NCCc2ccccc2)CC1)Nc1cccnc1,MAK-UNK-b2c-9
2453,N#Cc1cccc(N(CN2CC[NH2+]CC2)C(=O)Nc2cccnc2)c1,JOR-UNI-61e-12
2454,NC(=O)/C=C/CCC(O)C1CNC(Cc2cc(O)cc(O)c2)CC1CC1CCNC1,VIT-UNK-525-7
2455,Oc1cccnc1CN1CCC2(CCOCC2)C1,RAF-POL-950-18
2456,CN1CCN(CCN(C(=O)Nc2cccnc2)c2cccc(C#N)c2)CC1,JOR-UNI-61e-28
2457,NS(=O)(=O)c1ccc(N2CCC(CN3CCC(c4ccsc4)CC3)CC2)cc1,WAR-XCH-b68-12
2458,[NH3+]CC1OC(C2CCCC([NH2+]CCO)C2)Cc2c1ccc(O)c2O,MAK-UNK-011-13
2459,CC(=O)N1CCN(Cc2ccc3nc(C(N)=O)ccc3c2Br)C[C@@H](c2cccnc2)C1,KEI-UNI-85a-8
2460,Cc1cnc(N)c(CNS(C)(=O)=O)c1,MAR-UNI-9d4-1
2461,CC1C(C)N(c2ccc(C#N)nc2)CCN1C,JOH-UNI-522-6
2462,CC(=O)c1ccnc(-c2cccc(Cl)c2)c1N(C(C)=O)c1c[nH]c2ncncc12,LEO-EVO-0d2-5
2463,O=C(CNc1ccc(Cl)c(Br)c1)NCc1cccnc1,SER-UNI-985-2
2464,O=C(Nc1cnn(C2COC2)c1)N1CCCCNC(=O)C(F)(F)C1,RIC-ARG-a8e-8
2465,O=C1C2C=CC=CC2[Se]N1c1ccc(O)c(O)c1,AMI-CSI-233-3
2466,O=C(/C=C/c1cnc2ccccc2n1)c1cccc(Br)c1,DR.-DNY-ae1-10
2467,Cc1c(N)cncc1NC(=O)C(C)c1cccc(Cl)c1,TRY-UNI-714-15
2468,N#Cc1ccc(Nc2ccccc2NC(=O)Nc2cccnc2)nc1,MAK-UNK-30a-14
2469,CN(CC1CCN(c2ccc(S(N)(=O)=O)cc2)CC1)c1cccc(Cl)c1,WAR-XCH-b68-7
2470,CC(=O)NC(Cc1ccc(O)cc1)C(=O)NOCC(F)(F)C(F)F,VOL-CHA-d66-2
2471,Cc1ccc(COC(=O)CCOC2CC[NH+](Cc3ccsc3)CC2)cc1,MAK-UNK-ace-31
2472,Cc1ccc(OCCC(O)c2ccsc2)cc1,MAK-UNK-ace-2
2473,O=C(/C=C/c1cnc2ccccc2n1)c1cccc2ccccc12,DR.-DNY-ae1-19
2474,Cc1c(N)cncc1NC(=O)Nc1cccc(Cl)c1,TRY-UNI-714-9
2475,O=S(=O)(NCCc1ccccc1)c1cc(CN2CCC(O)CC2)cs1,MAK-UNK-310-2
2476,N#Cc1ccc(C(N)=O)c(CNC(=O)C2CCOCC2)c1,PHI-UNK-c3a-1
2477,CCNC1=NC=CCC1CC1(C2(O)CC(F)=CCO2)CCN(C)C1,JON-UIO-cc9-2
2478,O=C(/C=C/c1cnc2ccccc2n1)c1ccccn1,DR.-DNY-ae1-17
2479,N#Cc1ccnc(CNC(=O)Cc2c[nH]c3ncccc23)c1,TRY-UNI-1fd-10
2480,CC(=O)N1CCN(C(=O)N2CCCOCC2)CC1,JOH-UNI-27a-19
2481,O=C(Cc1ccc2ccccc2c1)Nc1cc(C(F)(F)F)ccn1,ÁLV-UNI-7ff-46
2482,Cc1cccc(-c2cc(C[NH+]3CCC(O)CC3)nn2Cc2ccccc2)c1,MAK-UNK-e4a-4
2483,CC(C)NC(=O)C(CC1C=CNC1=O)NCC1C[C@H](C(N)=O)[C@H](C2CCSC2)C1,SAG-UNI-75a-2
2484,CCc1cc(N2CCCCCC2)c2c(c1)c(CN(C)C)cn2Cc1ccccc1,DAR-DIA-eac-12
2485,CC(=O)Nc1cncc2c1CCN(C(=O)NC1CCCCC1)C2,DOU-UNK-b53-2
2486,Cc1ccncc1NS(=O)(=O)/C=C/NC(=O)c1cccs1,AGN-NEW-931-5
2487,O=S(=O)(c1ccccc1F)N(C1CCC(O)CC1)C1(C#CC2CCCCC2)CCCCC1,WAR-XCH-bdd-39
2488,NS(=O)(=O)c1ccc(N2CCC(CN3CCCC(c4cccc(F)c4)C3)CC2)cc1,WAR-XCH-b72-26
2489,O=C(Cc1sc2cc(CCc3ncc[nH]3)[nH]c2c1CC1CCC(O)CC1)Nc1cnc[nH]1,SAL-INS-cba-5
2490,Cc1ccncc1NC(=O)NC1(C#Cc2cn(C)cn2)CC1,CHR-SOS-6c4-16
2491,NS(=O)(=O)c1ccc2c(c1)N(C[NH2+]Cc1cc(-c3ccccc3F)n(S(=O)(=O)c3cccnc3)c1)CCC2,MAK-UNK-9a6-1
2492,Cn1cncc1CNC(=O)N1CCC[C@@H](F)C1,RAF-POL-950-5
2493,C=C(CC)COC(=O)C(Cc1ccc(O)cc1)NC(=O)CC(C)C,VOL-CHA-d66-1
2494,CS(=O)(=O)NC[C@@H](C(=O)N1CCCc2ccncc21)c1ccc(Cl)cc1,DAN-RED-da4-11
2495,CC1CN(C(=O)N2Cc3ccccc3C(c3ccccc3)C2)CCO1,JAR-IMP-ed4-7
2496,NS(=O)(=O)NCC(NC(=O)C(Cc1ccc(O)cc1)NC(=O)Nc1c(F)cc(F)cc1F)c1ccccc1,CHA-KIN-bfe-8
2497,O=C1NC(=O)C(CCC(Cl)C(=O)N2CCN(Cc3cccc(F)c3)CC2)N1,VIT-UNK-cff-1
2498,CNC(=O)OC1CCN(S(=O)(=O)c2ccccc2)CC1,GIA-UNK-595-4
2499,CCOc1ccccc1/C=C/C(=O)c1cc(C)cc(Br)c1O,DR.-SHR-2ae-7
2500,[NH3+]CC1OC(C2CCCC([NH2+]CCO)C2)Cc2c1ccc(O)c2O,MAK-UNK-011-13
2501,Nc1ccc(C2(c3ccc(N(Cc4ccsc4)C(=O)Cn4nnc5ccccc54)cc3)CCCCC2)cc1,RUT-UNI-630-25
2502,O=S(=O)(Nc1nsc2ccccc12)c1ccc2ccccc2c1,JAR-KUA-672-6
2503,CC(=O)N1CCN(S(=O)(=O)c2cccs2)CC1,MAK-UNK-643-1
2504,O=C1CCCC(CCOc2ccccc2C(=O)NCc2ncco2)N1,MAR-UNI-cd2-1
2505,CC(C(N)=O)c1ccc(C#N)nc1,MAK-UNK-995-10
2506,O=C(NCc1ccccc1)C(=O)C(Cc1ccccc1)NC(=O)C1CCCN1Cc1ccccc1,MAR-SOS-82e-9
2507,Cc1ccc(OCCC(NC(=O)c2ccc(C=O)cc2)[NH+]2CCC(O)CC2)cc1,MAK-UNK-ace-18
2508,CC[NH+]c1cccc(Cc2cccc([NH+]CC(=O)Nc3cccnc3)c2)n1,JOH-UNK-14e-4
2509,C[C@H]1C[C@@H](O)CN1C(=O)[C@H]1CC[C@H](C)CC1,RAF-POL-950-1
2510,CN(CC1CCN(c2ccc(S(N)(=O)=O)cc2)CC1)c1ccc(F)cc1,WAR-XCH-b68-5
2511,Cc1ccncc1-c1ccc(=O)n(-c2cc(Cl)cc(C(=O)Nc3ccco3)c2)c1,BEN-VAN-578-8
2512,CNC(=O)OC1CCN(C(=O)N2CCCCC2)CC1,GIA-UNK-595-1
2513,CC(C)(C#N)NC(=O)c1cc(N2CCOCC2)ccc1S(N)(=O)=O,WIL-NOV-649-5
2514,O=C(CC1CCCCC1)Nc1cccnc1,ALE-HEI-f28-9
2515,Cc1ccc(C2CCCN(CC3CCN(c4ccc(S(N)(=O)=O)cc4)CC3)C2)cc1,WAR-XCH-b72-24
2516,C[NH2+]CCN1C=C(F)CC(C2(c3ccc(Cl)cc3)CC2)C1,DAR-DIA-a80-3
2517,NS(=O)(=O)c1cc(C2NC(=O)c3ccccc32)ccc1N1CCN(C(=O)c2cnccn2)CC1,DR -UNK-640-6
2518,Cc1ccncc1NC(=O)Cc1nc2ccccc2[nH]1,GAB-REV-70c-9
2519,O=C1C(c2ccccc2)C=CCN1c1cccnc1,DAR-DIA-fc9-12
2520,NS(=O)(=O)c1ccc(N2CCC(NCc3ccc(Cl)s3)CC2)cc1,WAR-XCH-b68-45
2521,Cc1ccncc1NC(=O)CCN1CC(C#N)Cc2ccc(S(N)(=O)=O)cc21,HAR-NEW-e34-4
2522,[NH3+]CC1OC(C2C(O)C(O)CC(O)C2O)Cc2c1ccc(O)c2O,MAK-UNK-198-15
2523,CC(=O)Nc1cnccc1Cc1ccc(CCNC(=O)NC2CCCCC2)c(-c2ccccc2Cl)c1,MAK-UNK-f24-36
2524,N#Cc1cncc(NC(=O)Cc2cccnc2)c1,DAR-DIA-23a-6
2525,N#Cc1cncc(NC(=O)Nc2c[nH]c3ncccc23)c1,DAR-DIA-23a-10
2526,C[C@H](O)N1CC[NH+](Cc2cc(C#[NH+])c[nH+]c2[NH2+])CC1,JOH-UNK-14e-6
2527,COc1cc(Nc2ccc(C3NC(=O)c4ccccc43)cc2S(N)(=O)=O)c(C)cn1,DR -UNK-640-9
2528,Cc1ccn2c(-c3ccncc3)c(-c3ccc(F)cc3)nc2c1,ÁLV-UNI-7ff-7
2529,CCc1cnc(-c2cnccc2C)cc1-c1cccc(N2CCCC2=O)c1,BEN-VAN-578-11
2530,CC(=O)N1CCCC1COCC(=O)C(=O)N1CCN(S(=O)(=O)c2ccccc2)CC1,SCO-CSI-071-1
2531,COC(=O)c1cccc(NS(C)(=O)=O)c1,MAK-UNK-643-7
2532,CC(C)(O)C1CC(F)C(Nc2cc(O)cc(O)c2)OC1CC1CCNC1,VIT-UNK-525-3
2533,O=C(Nc1ccccc1)N1CCC(N2Cc3ccccc3C(c3ccccc3)C2)CC1,JAR-IMP-ed4-9
2534,Cc1cc(-c2nc3ccccc3[nH]2)ccc1O,CAS-DEP-751-2
2535,CCCN/C=C/NC(=O)N(CNC(=O)C1CCCCC1)Cc1cc(C)on1,ALI-DIA-59c-9
2536,O=C(CC1CCCCC1S(=O)(=O)NCCc1ccccc1)Nc1cccnc1,MAK-UNK-b2c-7
2537,CC(=O)NCCc1c[nH]c2ccc(C#N)cc12,DUN-NEW-f8c-12
2538,Cc1cnc2c(-c3cnc(N)nc3)c(-c3ccc(F)cc3)nn2c1,ÁLV-UNI-7ff-27
2539,CC1CN(C#N)CCN1CN1CCCOCC1,JOH-UNI-27a-13
2540,CCC(=O)N1CCC(C(=O)SCF)CC1,GIA-UNK-995-7
2541,Cc1ccc(OCC(=O)N2CCN(CCCCC(=O)Nc3cnccc3C)CC2)cc1,PET-SGC-fed-1
2542,CC(C)(Cn1c(C2CCC(=O)N2)nnc1N1CCCC(C(N)=O)C1)c1ccccc1F,KUS-THE-322-14
